CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS,TOURIST TYPE,Distance_Empire
Art Gallery,Soldwedel Kipp,470 Park Ave ,10022,(212) 759-1175,http://www.ziphip.com/soldwedel+kipp.9.7196845p.home.html,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Soloman & Co Fine Art Gallerie,959 Madison Ave ,10021,(212) 737-8200,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489DA839-3048-28EB-923E97BA2BE7589F,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Sonnabend Gallery Inc,532 W 22nd St ,10011,(212) 627-1018,http://www.artnet.com/sonnabend.html,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Soufer Gallery,1015 Madison Ave ,10075,(212) 628-3225,http://www.soufergallery.com/,Not Available,"Family, Couple, Individual",2.54 Miles
Art Gallery,Spencer Brownstone Gallery,39 Wooster St. ,10013,(212) 334-3455,http://www.spencerbrownstonegallery.com/000mailing.html,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Sperone Westwater,121 Greene St ,10012,(212) 253-0648,http://www.speronewestwater.com/cgi-bin/iowa/index.html,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Spring,126 Front St ,11201,(718) 222-1054,http://www.spring3d.net/,Not Available,"Family, Couple, Individual",3.70 Miles
Art Gallery,Sragow Ellen Ltd,153 West 27th Street Room #505,10001,(212) 219-1793,http://www.sragowgallery.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,St Etienne Galerie,24 W 57th St ,10019,(212) 245-6734,http://www.gseart.com/,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Staley-Wise Gallery,560 Broadway ,10012,(212) 966-6223,http://www.staleywise.com,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Start,50 Greene St ,10013,(212) 431-2414,http://www.livevillage.com/newyork/art/start.html,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,State of Art,113 Franklin St ,11222,(718) 349-7250,http://www.merchantcircle.com/blogs/State.of.Art.718-349-7250,Not Available,"Family, Couple, Individual",2.86 Miles
Art Gallery,Steigrad Lawrence Fine Arts,23 E 69th St # 4F,10021,(212) 517-3643,http://www.steigrad.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Stein Gertrude Gallery,200 West 57th Street ,10019,(212) 535-0600,http://www.gallerygertrudestein.com/contact.htm,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Stephen Downes Gallery,377 Broome St ,10013,(212) 274-9194,http://www.nyc.com/arts__attractions/stephen_downes_gallery.263/editorial_review.aspx,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Stewart Waltzer Co,200 W Houston St Apt 3D,10014,(212) 675-4949,http://www.manta.com/coms2/dnbcompany_jr0lm4,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,Storefront For Art and Architecture,97 Kenmare St ,10012,(212) 431-5795,http://www.storefrontnews.org/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,"Stricoff Fine Art, Ltd.",564 W 25th St ,10001,(212) 219-3977,http://www.stricoff.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Studio Gallery,205 W 88th St ,10024,(212) 579-4654,http://www.merchantcircle.com/business/Studio.Gallery.212-579-4654,Not Available,"Family, Couple, Individual",2.77 Miles
Art Gallery,Studio Tamar,152 E 22nd St ,10010,(212) 529-4247,http://www.upspring.com/studio-tamar-new-york-ny.html,Not Available,"Family, Couple, Individual",0.63 Miles
Art Gallery,Stux Gallery,530 W 25th St ,10001,(212) 352-1600,http://www.stuxgallery.com,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Suite 106,112 Mercer St ,10012,(212) 274-9166,http://www.art-search.us/listing/22923/suite-106-gallery,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Sun Yi Jun,83 Bowery ,10002,(212) 625-1910,http://www.nyc.com/arts__attractions/sun_yi_jun.821/editorial_review.aspx,Not Available,"Family, Couple, Individual",2.34 Miles
Art Gallery,Susan Aberbach Fine Art,41 E 57th St ,10022,(212) 207-4600,http://www.saberbach.com/site.html,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Susan Megson Gallery,456 W Broadway ,10012,(212) 254-8090,http://web2.userinstinct.com/31111920-susan-megson-gallery.htm,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Susan Rolfe Associates Fine Arts Ltd,654 Madison Ave ,10021,(212) 688-7184,http://www.merchantcircle.com/business/Susan.Rolfe.Associates.Fine.Arts.Limited.212-688-7184,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Susan Sheehan Gallery,535 West 22nd Street 3rd Floor,10011,(212) 489-3331,http://www.susansheehangallery.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Sutherland M,620 Park Ave ,10021,(212) 249-0428,http://www.artnet.com/gallery/155971/m-sutherland-fine-arts-ltd.html,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Swiss Institute,495 Broadway 3rd Fl,10012,(212) 925-2035,http://www.swissinstitute.net/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Taglialatella Dominic J,511 West 25th Street 2nd Floor,10001,(212) 367-0881,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489CDBF0-3048-28EB-923E29A3CAFD93E0,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Takako Tsuji Gallery,41 E 57th St ,10022,(212) 231-1778,http://trustedplaces.com/review/us/ny/new-york/cultural/1415l81/takako-tsuji-gallery,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Talwar Gallery,108 E 16th St Fl 3,10003,(212) 673-3096,http://www.talwargallery.com/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Tambaran Gallery,5 E 82nd St ,10028,(212) 570-0655,http://www.tambaran.com/,Not Available,"Family, Couple, Individual",2.97 Miles
Art Gallery,Tang Sarina,3 E 76th St ,10021,(212) 517-7401,http://www.merchantcircle.com/business/Tang.Sarina.212-517-7401,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Tanya Bonakdar Galery,521 W 21st St ,10011,(646) 638-9471,http://www.livevillage.com/newyork/art/tanya-bonakdar-galery.html,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Tate,413 W 14th St Ste 3,10014,(212) 242-9888,http://www.yelp.com/biz/tate-new-york,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,Tatistcheff Gallery Inc,529 West 20th Street 6th Floor,10011,(212) 664-0907,http://www.artinfo.com/galleryguide/13109/1619/tatistcheff-gallery-new-york/visit/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Team Gallery,527 W. 26th St. ,10001,(212) 279-9219,http://www.teamgal.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Teller Susan Gallery,568 Broadway ,10012,(212) 941-7335,http://www.susantellergallery.com/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Tenri Cultural Institute,43A W. 13th St. 1st Fl.,10011,(212) 645-2800,http://www.tenri.org/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Thaw E V & Co,726 Park Ave # 730,10021,(212) 535-6333,http://www.artinfo.com/galleryguide/12003/489/ev-thaw--co-inc/visit/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,The Affordable Art Fair Llc,216 W 18th St Ph,10011,(212) 255-2003,http://www.nyc.com/arts__attractions/the_affordable_art_fair_llc.1679/editorial_review.aspx,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,The Axa Gallery,787 7th Ave ,10019,(212) 554-4818,http://axagallery.com/index.html,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,The Bohen Foundation,415 W 13th St ,10014,(212) 414-4575,http://ny.citysquares.com/manhattan/meatpacking-district/arts-entertainment/artists-art-dealers/the-bohen-foundation,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,The Chinese Art Gallery,1050 2nd Ave ,10022,(212) 759-1153,http://www.411.info/business/New-York/New-York/The-Chinese-Art-Gallery-Ltd/8957246-13714534.html,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,The Dollhaus Art Gallery,37 Broadway ,11211,(718) 486-0330,http://www.dollhaus.org/press/NYPress.htm,Not Available,"Family, Couple, Individual",3.33 Miles
Art Gallery,The Old Print Shop Inc,150 Lexington Ave ,10016,(212) 683-3950,http://www.oldprintshop.com/cgi-bin/gallery.pl?action=exhibits&exhibit_id=53,Not Available,"Family, Couple, Individual",0.86 Miles
Art Gallery,The Phatory Llc,618 E 9th St ,10009,(212) 777-7922,http://www.thephatory.com/,Not Available,"Family, Couple, Individual",1.87 Miles
Art Gallery,The Q Department,28 Howard St ,10013,(212) 219-3304,http://www.qdepartment.com/commercial.php,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,The Scene Gallery,42 Rivington St ,10002,(212) 674-0508,http://newyork.citysearch.com/profile/11583862/new_york_ny/the_scene_gallery.html,Not Available,"Family, Couple, Individual",2.34 Miles
Art Gallery,Thicket,10 Leonard St ,10013,(212) 343-2849,http://outside.in/tribeca-manhattan-ny/thicket,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Think Art Gallery,336 W 37th St ,10018,(212) 695-2006,http://www.nyc.com/arts__attractions/think_art_gallery.1775/editorial_review.aspx,Not Available,"Family, Couple, Individual",0.50 Miles
Art Gallery,Thomas & Hirsch,375 W Broadway ,10012,(212) 625-2011,http://www.nyc.com/arts__attractions/thomas__hirsch.597/map_location.aspx,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Thomas Erben Gallery,526 W 26th St ,10001,(212) 645-8701,http://www.thomaserben.com/index.php,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Thomson C Art,19 E 75th St ,10021,(212) 249-0242,http://local.botw.org/New_York/New_York/Thompson_C_Art/141792657.html,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Three East Third St Corp,3 E 3rd St ,10003,(212) 533-7749,http://ny.citysquares.com/manhattan/east-village/arts-entertainment/artists-art-dealers/three-east-third-st-corp,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Throckmorton Fine Arts,145 E. 57th St. 3rd Fl.,10022,(212) 223-1059,http://www.throckmorton-nyc.com/,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Tilton Jack Gallery,47 Greene St ,10013,(212) 941-1775,http://www.artseensoho.com/Art/TILTON/tilton.html,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Time Is Always Now,476 Broome St. ,10013,(212) 343-2211,http://www.yelp.com/biz/time-is-always-now-peter-beard-carnets-africans-new-york,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Tk Oriental Antiques,41 E 57th St ,10022,(212) 980-6416,http://newyork.maplist.org/viewthread.php?tid=412663,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Tobey Fine Art,580 Broadway ,10012,(212) 431-7878,http://www.artnet.com/gallery/140739/tobey-fine-arts.html,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Ton Ying & Co,1050 2nd Ave Rm 87,10022,(212) 751-0134,http://www.hatii.arts.gla.ac.uk/admn/php/carp/essay1.php?enum=1096638570,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Tonal Motion Inc,1026 Avenue of the Americas ,10018,(212) 719-4393,http://tonalmotion.org/main.html,Not Available,"Family, Couple, Individual",0.50 Miles
Art Gallery,Tonkonow Leslie,535 W 22nd St ,10011,(212) 255-8450,http://www.villagevoice.com/locations/leslie-tonkonow-artworks-projects-145055/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Tower Art Gallery,7 Maiden Ln ,10038,(212) 571-0100,http://www.nelso.com/us/place/50980/,Not Available,"Family, Couple, Individual",2.99 Miles
Art Gallery,Traditional Art Gallery Inc,1050 2nd Ave ,10022,(212) 593-0350,http://www.getfave.com/locations/844915-traditional-art-gallery-inc,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Triangle Editions,111 E 62nd St ,10021,(212) 355-3754,http://www.getfave.com/locations/915361-triangle-editions,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Tribes Gallery,285 E. Third St. ,10009,(212) 674-8262,http://www.tribes.org/web/,Not Available,"Family, Couple, Individual",1.87 Miles
Art Gallery,Triple Candie,461 W 126th St ,10027,(212) 865-0783,http://artcritical.com/fyfe/JFNoland.htm,Not Available,"Family, Couple, Individual",4.90 Miles
Art Gallery,Triton Collection the,224 12th Ave ,10001,(212) 594-9590,http://www.tritonjewelry.com/home.php,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Troubetzkoy Paintings,366 E 8th St ,10009,(212) 473-4047,http://www.troubetzkoypaintings.com/,Not Available,"Family, Couple, Individual",1.87 Miles
Art Gallery,Tunick David,19 East 66th Street ,10065,(212) 570-0090,http://www.ifpda.org/content/node/2617,Not Available,"Family, Couple, Individual",2.05 Miles
Art Gallery,Turkana Gallery,125 Cedar St ,10006,(212) 732-0273,http://www.tribal-kilims.com/links.asp,Not Available,"Family, Couple, Individual",2.74 Miles
Art Gallery,Ubu Gallery,416 EAST 59 STREET ,10022,(212) 753-4444,http://ubugallery.com/phpwcms/index.php?current,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Up & Co,257 Church St ,10013,(212) 966-7847,http://www.verystyleguide.com/upandco/,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Uptown Gallery the,1194 Madison Ave ,10128,(212) 722-3677,http://www.uptowngallerynyc.com/,Not Available,"Family, Couple, Individual",3.25 Miles
Art Gallery,Urban Architecture Gallery of Applied Arts Inc,1205 Manhattan Ave ,11222,(718) 349-3837,http://www.urbanarchitecture.us/,Not Available,"Family, Couple, Individual",2.86 Miles
Art Gallery,"Ursus Books & Prints, Ltd.",981 Madison Ave. ,10021,(212) 744-1600,http://www.ursusbooks.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Valenzi Gallery & Framing,2904 23rd St ,11102,(718) 274-1419,"http://www.yellowbot.com/tags/frame/New%20York,%20NY%2011105/page1.html",Not Available,"Family, Couple, Individual",4.08 Miles
Art Gallery,Van De Weghe Fine Art,521 W 23rd St ,10011,(212) 929-6633,http://www.re-title.com/exhibitions/archive_VANDEWEGHEFINEART3915.asp,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Vance Jordan Fine Art,958 Madison Ave ,10001,(212) 570-9500,http://www.russianyellowpages.com/business/Vance_Jordan_Fine_Art,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Veranda Design,225 W 83rd St ,10024,(212) 724-5156,http://66.111.11.24/arts__attractions/veranda_design.973/editorial_review.aspx,Not Available,"Family, Couple, Individual",2.77 Miles
Art Gallery,Verona Arts Ltd,603 5th Ave ,10017,(212) 317-1010,http://www.merchantcircle.com/blogs/Verona.Arts.LTD.212-317-1010,Not Available,"Family, Couple, Individual",1.28 Miles
Art Gallery,Viart Corporation,120 E 56th St ,10022,(212) 752-3500,http://www.viartcorp.com/,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Vick Corporate Art Advisors,210 11th Ave Rm 808,10001,(212) 414-1976,http://vickartadvisors.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Vieille Russie Inc Antiqs & Jwlry,781 5th Ave ,10022,(212) 752-1727,http://www.artantiquedealersleague.org/dealerdetails.asp?dealerID=5,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Vietnam Art Design,345 Greenwich St ,10013,(212) 431-8889,http://www.galleryvietnam.com/,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Viewpoint Gallery,41 Union Sq W Ph,10003,(212) 242-5478,http://www.viewpointgallery.com/contact.php,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Vincent Fremont Enterprises,1 Union Sq W Ste 307,10003,(212) 414-1881,http://www.manta.com/coms2/dnbcompany_6xq3v8,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Viridian Artists Inc,530 W 25th St ,10001,(212) 414-4040,http://www.viridianartists.com/new/index.cfm,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Visage Studios,12 West 37th Street Rm 1211,10018,(212) 391-0131,http://ny.serviceslisted.com/1654518-VisageStudios.htm,Not Available,"Family, Couple, Individual",0.50 Miles
Art Gallery,Visual Arts Gallery,137 Wooster St ,10012,(212) 598-0221,http://www.nyc.com/arts__attractions/visual_arts_gallery.235/whats_nearby.aspx,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Volpe Organization,100 W End Ave ,10023,(212) 227-7913,http://www.shopinmanhattan.com/map.asp?mid=10584753&subCat=art+galleries,Not Available,"Family, Couple, Individual",2.10 Miles
Art Gallery,Wada Takashi Gallery,350 W 50th St ,10019,(212) 586-8979,http://www.city-data.com/businesses/884092230-takashi-wada-gallery-new-york-ny.html,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Wade Maxx Art Gallery,191 Columbus Ave ,10023,(212) 579-6529,http://www.wademaxx.com/,Not Available,"Family, Couple, Individual",2.10 Miles
Art Gallery,Wally Findlay Galleries,124 E 57th St ,10022,(212) 421-5390,http://www.wallyfindlay.com/,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Ward-Nasse Gallery,178 Prince St ,10012,(212) 925-6951,http://www.wardnasse.org/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Washburn Galleries,20 W 57th St Lbby,10019,(212) 397-6780,http://www.washburngallery.com/,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Washington Sq Outdoor Art Exhibit Inc,115 E 9th St ,10003,(212) 982-6255,http://www.washingtonsquareoutdoorartexhibit.org/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Webster David,448 W 16th St ,10011,(212) 367-8120,http://www.7mainstreet.com/business/unclaimed/webster-david-new-york-ny-10001/14671913,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Weisbrod Chinese Art Ltd,36 E 57th St ,10022,(212) 319-1335,http://www.weisbrodltd.com/wsbhome.html,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Wellesley the,200 E 72nd St ,10021,(212) 288-2666,http://www.nyc.com/arts__attractions/wellesley_the.795/whats_nearby.aspx,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Wessel & O'Connor,242 W. 26th St. ,10011,(212) 242-8811,http://www.wesseloconnor.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Westbeth Gallery,55 Bethune St # 318-C,10014,(212) 989-4650,http://www.westbeth.org/,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,Westwood Gallery,568 Broadway ,10012,(212) 925-5700,http://www.westwoodgallery.com/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Weybridge Fine Art,30 E 81st St ,10028,(212) 628-5445,http://ny.citysquares.com/manhattan/chelsea/arts-entertainment/artists-art-dealers/weybridge-fine-art-30-e-81-madison-ave,Not Available,"Family, Couple, Individual",2.97 Miles
Art Gallery,White Box,525 W. 26th St. ,10001,(212) 714-2347,http://www.whiteboxny.org/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,White Columns Inc,320 W 13th St ,10014,(212) 924-4212,http://newyork.going.com/venue-3874;White_Columns_Inc,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,Whitfield James Fine Art,107 University Pl ,10003,(212) 982-8050,http://www.facebook.com/pages/London-United-Kingdom/Whitfield-Fine-Art/184172920606,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Wickiser Walter Gallery Inc,210 Eleventh Avenue Suite 303,10001,(212) 941-1817,http://www.walterwickisergallery.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Willow Woodstock Artistic Enterprises,92 Saint Marks Pl ,10009,(212) 677-6547,http://www.yelp.com/biz/willow-woodstock-artistic-enterprises-new-york,Not Available,"Family, Couple, Individual",1.87 Miles
Art Gallery,Wilmer Jenning Gallery,215 E 2nd St ,10009,(212) 505-6771,http://www.merchantcircle.com/business/Wilmer.Jenning.Gallery.212-505-6771,Not Available,"Family, Couple, Individual",1.87 Miles
Art Gallery,Winston Wachter Mayer Fine Art,530 W 25th St # 102,10001,(212) 255-2718,http://www.winstonwachter.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,Winter Works On Paper,167 North 9th Street ,11211,(718) 599-0910,http://www.winterworksonpaper.com/about.htm,Not Available,"Family, Couple, Individual",3.33 Miles
Art Gallery,Wolf Daniel Inc,52 E 78th St ,10021,(212) 772-7721,http://www.manta.com/coms2/dnbcompany_d947yw,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Woodward Gallery,133 Eldridge Street ,10002,(212) 966-3411,http://www.woodwardgallery.net/,Not Available,"Family, Couple, Individual",2.34 Miles
Art Gallery,World Art Center,104 Nassau St ,10038,(212) 791-4941,http://www.merchantcircle.com/business/World.Art.Center.212-791-4941,Not Available,"Family, Couple, Individual",2.99 Miles
Art Gallery,Yancey Richardson Gallery,535 W 22nd St ,10011,(646) 230-9610,http://www.yanceyrichardson.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Yasuda Fine Arts Inc,15 W 53rd St ,10019,(212) 977-7966,http://www.localartdealers.com/New-York/Yasuda-Fine-Arts-Incorporated-25075.html,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Yorks Shona Gallery,99 Spring St ,10012,(212) 431-7444,http://yorksshonagallery.com/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,Yorkville Art Gallery & Framing,1687 3rd Ave ,10128,(212) 423-0604,http://www.merchantcircle.com/business/Yorkville.Art.Gallery.And.Framing.212-423-0604,Not Available,"Family, Couple, Individual",3.25 Miles
Art Gallery,Yoshii Gallery,980 Madison Avenue 3rd Floor,10075,(212) 744-5550,http://www.yoshiigallery.com/,Not Available,"Family, Couple, Individual",2.54 Miles
Art Gallery,Yung Hee Kim,945 5th Ave ,10021,(212) 734-0009,http://www.linkedin.com/pub/yunghee-kim/11/847/188,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Zabriskie Gallery,41 W 57th St Fl 4,10019,(212) 752-1223,http://www.zabriskiegallery.com/,Not Available,"Family, Couple, Individual",1.16 Miles
Art Gallery,Zarre Andre Gallery,529 W 20th St ,10011,(212) 255-0202,http://www.andrezarrefineart.com/index.html,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Zetterquist Galleries,3 East 66th Street #1B,10065,(212) 751-0650,http://web.mac.com/zetterquist/Qingbai_Wares/Home.html,Not Available,"Family, Couple, Individual",2.05 Miles
Art Gallery,Zito Studio Gallery,122 Ludlow St ,10002,(646) 602-2338,http://www.merchantcircle.com/business/Zito.Studio.Gallery.646-602-2338,Not Available,"Family, Couple, Individual",2.34 Miles
Art Gallery,Zwirner & Wirth,32 E. 69th St. ,10021,(212) 517-8677,http://www.zwirnerandwirth.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Zwirner David Gallery,525 W 19th St ,10011,(212) 727-2070,http://www.davidzwirner.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Priska C. Juschka Fine Art Inc,547 W 27th St ,10001,(212) 244-4320,http://www.priskajuschkafineart.com/,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,1 2 3 Watts Gallery,123 Watts St ,10013,(212) 219-1482,http://www.123watts.com/,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,12 Below,853 Broadway ,10003,(212) 777-6777,http://www.upspring.com/12-below-new-york-ny-map.html,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,14 Sculptors Gallery,168 Mercer St ,10012,(212) 966-5790,http://www.14sculptors.com/,Not Available,"Family, Couple, Individual",1.70 Miles
Art Gallery,1405 Art Gallery,1405 2nd Ave ,10021,(212) 717-4025,http://artframenj.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,3 Costantino Fioratti Helen C,36 E 73rd St ,10021,(212) 517-9176,http://www.lantiquaire.us/mirrors-in-renaissance-period.html,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,303 Gallery,547 W 21st Street ,10011,(212) 255-1121,http://www.303gallery.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,33rd St Galleria,401 7th Ave ,10001,(212) 273-9673,http://www.superpages.com/bp/New-York-NY/33rd-Street-Galleria-L2016404930.htm,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,33rd Street Galleria,131 W 33rd St Lbby,10001,(212) 760-1228,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C0F17-3048-28EB-92D57971418D832F,Not Available,"Family, Couple, Individual",0.24 Miles
Art Gallery,4 Chambers Fine Art,522 West 19th Street ,10011,(212) 414-1169,http://www.chambersfineart.com/en/calendar/2009-2-bj.html,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,5 Robin Rice Gallery,325 W 118th St ,10026,(212) 366-6660,http://www.robinricegallery.com/galleryinformation/index.html,Not Available,"Family, Couple, Individual",4.42 Miles
Art Gallery,531 Artspace,531 Graham Ave ,11222,(718) 388-6087,http://newyork.citywaboo.com/business/2200841/531_Artspace-in-Brooklyn-NY_11222-4852.html,Not Available,"Family, Couple, Individual",2.86 Miles
Art Gallery,73 St Farmers Market,1368 York Ave ,10021,(212) 879-3500,http://www.nyc.com/arts__attractions/73_st_farmers_market.1808/whats_nearby.aspx,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,A Clean Well Lighted Place Inc,363 Bleecker St ,10014,(212) 255-3656,http://www.merchantcircle.com/business/A.Clean.Well.Lighted.Place.Inc.New.York.NY.1.212-255-3656,Not Available,"Family, Couple, Individual",1.13 Miles
Art Gallery,A.I.R. Gallery,40 Wooster St ,10013,(212) 966-0799,http://www.artseensoho.com/Art/AIR/air.html,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Abada Felix Inc,1556 3rd Ave ,10128,(212) 427-8731,http://www.nyc.com/arts__attractions/abada_felix_inc.468/whats_nearby.aspx,Not Available,"Family, Couple, Individual",3.25 Miles
Art Gallery,Aberbach Fine Art,41 E 57th Street 14th Floor Suite1401,10022,(212) 988-1100,http://www.saberbach.com/site.html,Not Available,"Family, Couple, Individual",1.46 Miles
Art Gallery,Aca Galleries,529 W 20th St ,10011,(212) 206-8080,http://www.acagalleries.com/,Not Available,"Family, Couple, Individual",0.51 Miles
Art Gallery,Ace Gallery,275 Hudson St ,10013,(212) 255-5599,http://www.acegallery.net,Not Available,"Family, Couple, Individual",2.03 Miles
Art Gallery,Acquavella Galleries Inc,18 E 79th St ,10021,(212) 734-6300,http://www.acquavellagalleries.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Adam Baumgold Fine Art,74 E. 79th St. ,10021,(212) 861-7338,http://www.adambaumgoldgallery.com/,Not Available,"Family, Couple, Individual",2.31 Miles
Art Gallery,Adam Williams Fine Art Ltd,24 East 80th Street ,10075,(212) 249-4987,http://www.adam-williams.com/DesktopDefault.aspx?tabid=20,Not Available,"Family, Couple, Individual",2.54 Miles
Art Gallery,Adams Fund Art Buyers,330 W 72nd St Bsmt,10023,(212) 873-2633,http://www.yellowspinny.com/adams+fund+art+buyers/bus-16396/,Not Available,"Family, Couple, Individual",2.10 Miles
