CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS,TOURIST TYPE,Distance_Statue
Art Gallery,Thomas Erben Gallery,526 W 26th St ,10001,(212) 645-8701,http://www.thomaserben.com/index.php,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Three East Third St Corp,3 E 3rd St ,10003,(212) 533-7749,http://ny.citysquares.com/manhattan/east-village/arts-entertainment/artists-art-dealers/three-east-third-st-corp,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Throckmorton Fine Arts,145 E. 57th St. 3rd Fl.,10022,(212) 223-1059,http://www.throckmorton-nyc.com/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Tilton Jack Gallery,47 Greene St ,10013,(212) 941-1775,http://www.artseensoho.com/Art/TILTON/tilton.html,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Time Is Always Now,476 Broome St. ,10013,(212) 343-2211,http://www.yelp.com/biz/time-is-always-now-peter-beard-carnets-africans-new-york,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Tk Oriental Antiques,41 E 57th St ,10022,(212) 980-6416,http://newyork.maplist.org/viewthread.php?tid=412663,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Tobey Fine Art,580 Broadway ,10012,(212) 431-7878,http://www.artnet.com/gallery/140739/tobey-fine-arts.html,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Ton Ying & Co,1050 2nd Ave Rm 87,10022,(212) 751-0134,http://www.hatii.arts.gla.ac.uk/admn/php/carp/essay1.php?enum=1096638570,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Tonal Motion Inc,1026 Avenue of the Americas ,10018,(212) 719-4393,http://tonalmotion.org/main.html,Not Available,"Family, Couple, Individual",3.69 Miles
Art Gallery,Tonkonow Leslie,535 W 22nd St ,10011,(212) 255-8450,http://www.villagevoice.com/locations/leslie-tonkonow-artworks-projects-145055/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Tower Art Gallery,7 Maiden Ln ,10038,(212) 571-0100,http://www.nelso.com/us/place/50980/,Not Available,"Family, Couple, Individual",0.43 Miles
Art Gallery,Traditional Art Gallery Inc,1050 2nd Ave ,10022,(212) 593-0350,http://www.getfave.com/locations/844915-traditional-art-gallery-inc,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Tribes Gallery,285 E. Third St. ,10009,(212) 674-8262,http://www.tribes.org/web/,Not Available,"Family, Couple, Individual",2.19 Miles
Art Gallery,Triton Collection the,224 12th Ave ,10001,(212) 594-9590,http://www.tritonjewelry.com/home.php,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Troubetzkoy Paintings,366 E 8th St ,10009,(212) 473-4047,http://www.troubetzkoypaintings.com/,Not Available,"Family, Couple, Individual",2.19 Miles
Art Gallery,Tunick David,19 East 66th Street ,10065,(212) 570-0090,http://www.ifpda.org/content/node/2617,Not Available,"Family, Couple, Individual",4.94 Miles
Art Gallery,Turkana Gallery,125 Cedar St ,10006,(212) 732-0273,http://www.tribal-kilims.com/links.asp,Not Available,"Family, Couple, Individual",0.49 Miles
Art Gallery,Ubu Gallery,416 EAST 59 STREET ,10022,(212) 753-4444,http://ubugallery.com/phpwcms/index.php?current,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Under Minerva,656 5th Ave ,11215,(718) 788-0170,http://blog.underminerva.com/,Not Available,"Family, Couple, Individual",2.97 Miles
Art Gallery,Up & Co,257 Church St ,10013,(212) 966-7847,http://www.verystyleguide.com/upandco/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Urban Architecture Gallery of Applied Arts Inc,1205 Manhattan Ave ,11222,(718) 349-3837,http://www.urbanarchitecture.us/,Not Available,"Family, Couple, Individual",3.69 Miles
Art Gallery,Van De Weghe Fine Art,521 W 23rd St ,10011,(212) 929-6633,http://www.re-title.com/exhibitions/archive_VANDEWEGHEFINEART3915.asp,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Vance Jordan Fine Art,958 Madison Ave ,10001,(212) 570-9500,http://www.russianyellowpages.com/business/Vance_Jordan_Fine_Art,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Verona Arts Ltd,603 5th Ave ,10017,(212) 317-1010,http://www.merchantcircle.com/blogs/Verona.Arts.LTD.212-317-1010,Not Available,"Family, Couple, Individual",3.88 Miles
Art Gallery,Viart Corporation,120 E 56th St ,10022,(212) 752-3500,http://www.viartcorp.com/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Vick Corporate Art Advisors,210 11th Ave Rm 808,10001,(212) 414-1976,http://vickartadvisors.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Vieille Russie Inc Antiqs & Jwlry,781 5th Ave ,10022,(212) 752-1727,http://www.artantiquedealersleague.org/dealerdetails.asp?dealerID=5,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Vietnam Art Design,345 Greenwich St ,10013,(212) 431-8889,http://www.galleryvietnam.com/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Viewpoint Gallery,41 Union Sq W Ph,10003,(212) 242-5478,http://www.viewpointgallery.com/contact.php,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Vincent Fremont Enterprises,1 Union Sq W Ste 307,10003,(212) 414-1881,http://www.manta.com/coms2/dnbcompany_6xq3v8,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Viridian Artists Inc,530 W 25th St ,10001,(212) 414-4040,http://www.viridianartists.com/new/index.cfm,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Visage Studios,12 West 37th Street Rm 1211,10018,(212) 391-0131,http://ny.serviceslisted.com/1654518-VisageStudios.htm,Not Available,"Family, Couple, Individual",3.69 Miles
Art Gallery,Visual Arts Gallery,137 Wooster St ,10012,(212) 598-0221,http://www.nyc.com/arts__attractions/visual_arts_gallery.235/whats_nearby.aspx,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Wada Takashi Gallery,350 W 50th St ,10019,(212) 586-8979,http://www.city-data.com/businesses/884092230-takashi-wada-gallery-new-york-ny.html,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Wally Findlay Galleries,124 E 57th St ,10022,(212) 421-5390,http://www.wallyfindlay.com/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Ward-Nasse Gallery,178 Prince St ,10012,(212) 925-6951,http://www.wardnasse.org/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Washburn Galleries,20 W 57th St Lbby,10019,(212) 397-6780,http://www.washburngallery.com/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Washington Sq Outdoor Art Exhibit Inc,115 E 9th St ,10003,(212) 982-6255,http://www.washingtonsquareoutdoorartexhibit.org/,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Webster David,448 W 16th St ,10011,(212) 367-8120,http://www.7mainstreet.com/business/unclaimed/webster-david-new-york-ny-10001/14671913,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Weisbrod Chinese Art Ltd,36 E 57th St ,10022,(212) 319-1335,http://www.weisbrodltd.com/wsbhome.html,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Wessel & O'Connor,242 W. 26th St. ,10011,(212) 242-8811,http://www.wesseloconnor.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Westbeth Gallery,55 Bethune St # 318-C,10014,(212) 989-4650,http://www.westbeth.org/,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Westwood Gallery,568 Broadway ,10012,(212) 925-5700,http://www.westwoodgallery.com/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,White Box,525 W. 26th St. ,10001,(212) 714-2347,http://www.whiteboxny.org/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,White Columns Inc,320 W 13th St ,10014,(212) 924-4212,http://newyork.going.com/venue-3874;White_Columns_Inc,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Whitfield James Fine Art,107 University Pl ,10003,(212) 982-8050,http://www.facebook.com/pages/London-United-Kingdom/Whitfield-Fine-Art/184172920606,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Wickiser Walter Gallery Inc,210 Eleventh Avenue Suite 303,10001,(212) 941-1817,http://www.walterwickisergallery.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Willow Woodstock Artistic Enterprises,92 Saint Marks Pl ,10009,(212) 677-6547,http://www.yelp.com/biz/willow-woodstock-artistic-enterprises-new-york,Not Available,"Family, Couple, Individual",2.19 Miles
Art Gallery,Wilmer Jenning Gallery,215 E 2nd St ,10009,(212) 505-6771,http://www.merchantcircle.com/business/Wilmer.Jenning.Gallery.212-505-6771,Not Available,"Family, Couple, Individual",2.19 Miles
Art Gallery,Winston Wachter Mayer Fine Art,530 W 25th St # 102,10001,(212) 255-2718,http://www.winstonwachter.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Winter Works On Paper,167 North 9th Street ,11211,(718) 599-0910,http://www.winterworksonpaper.com/about.htm,Not Available,"Family, Couple, Individual",3.22 Miles
Art Gallery,Woodward Gallery,133 Eldridge Street ,10002,(212) 966-3411,http://www.woodwardgallery.net/,Not Available,"Family, Couple, Individual",1.48 Miles
Art Gallery,World Art Center,104 Nassau St ,10038,(212) 791-4941,http://www.merchantcircle.com/business/World.Art.Center.212-791-4941,Not Available,"Family, Couple, Individual",0.43 Miles
Art Gallery,Yancey Richardson Gallery,535 W 22nd St ,10011,(646) 230-9610,http://www.yanceyrichardson.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Yasuda Fine Arts Inc,15 W 53rd St ,10019,(212) 977-7966,http://www.localartdealers.com/New-York/Yasuda-Fine-Arts-Incorporated-25075.html,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Yorks Shona Gallery,99 Spring St ,10012,(212) 431-7444,http://yorksshonagallery.com/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Zabriskie Gallery,41 W 57th St Fl 4,10019,(212) 752-1223,http://www.zabriskiegallery.com/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Zarre Andre Gallery,529 W 20th St ,10011,(212) 255-0202,http://www.andrezarrefineart.com/index.html,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Zetterquist Galleries,3 East 66th Street #1B,10065,(212) 751-0650,http://web.mac.com/zetterquist/Qingbai_Wares/Home.html,Not Available,"Family, Couple, Individual",4.94 Miles
Art Gallery,Zito Studio Gallery,122 Ludlow St ,10002,(646) 602-2338,http://www.merchantcircle.com/business/Zito.Studio.Gallery.646-602-2338,Not Available,"Family, Couple, Individual",1.48 Miles
Art Gallery,Zwirner David Gallery,525 W 19th St ,10011,(212) 727-2070,http://www.davidzwirner.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Priska C. Juschka Fine Art Inc,547 W 27th St ,10001,(212) 244-4320,http://www.priskajuschkafineart.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,1 2 3 Watts Gallery,123 Watts St ,10013,(212) 219-1482,http://www.123watts.com/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,12 Below,853 Broadway ,10003,(212) 777-6777,http://www.upspring.com/12-below-new-york-ny-map.html,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,14 Sculptors Gallery,168 Mercer St ,10012,(212) 966-5790,http://www.14sculptors.com/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,2 Welancora Gallery,410 Jefferson Ave ,11221,(718) 919-0344,http://www.welancora.com/,Not Available,"Family, Couple, Individual",4.56 Miles
Art Gallery,303 Gallery,547 W 21st Street ,10011,(212) 255-1121,http://www.303gallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,33rd St Galleria,401 7th Ave ,10001,(212) 273-9673,http://www.superpages.com/bp/New-York-NY/33rd-Street-Galleria-L2016404930.htm,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,33rd Street Galleria,131 W 33rd St Lbby,10001,(212) 760-1228,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C0F17-3048-28EB-92D57971418D832F,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,4 Chambers Fine Art,522 West 19th Street ,10011,(212) 414-1169,http://www.chambersfineart.com/en/calendar/2009-2-bj.html,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,531 Artspace,531 Graham Ave ,11222,(718) 388-6087,http://newyork.citywaboo.com/business/2200841/531_Artspace-in-Brooklyn-NY_11222-4852.html,Not Available,"Family, Couple, Individual",3.69 Miles
Art Gallery,A Clean Well Lighted Place Inc,363 Bleecker St ,10014,(212) 255-3656,http://www.merchantcircle.com/business/A.Clean.Well.Lighted.Place.Inc.New.York.NY.1.212-255-3656,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,A.I.R. Gallery,40 Wooster St ,10013,(212) 966-0799,http://www.artseensoho.com/Art/AIR/air.html,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,AAA-Abbey Mdsng Co Inc,618 Coney Island Ave ,11218,(718) 253-8830,http://yp.blogflux.com/directory/us/new-york/brooklyn/aaaabbey-mdsng-co-inc/,Not Available,"Family, Couple, Individual",4.73 Miles
Art Gallery,Aberbach Fine Art,41 E 57th Street 14th Floor Suite1401,10022,(212) 988-1100,http://www.saberbach.com/site.html,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Aca Galleries,529 W 20th St ,10011,(212) 206-8080,http://www.acagalleries.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Ace Gallery,275 Hudson St ,10013,(212) 255-5599,http://www.acegallery.net,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Adams George Gallery,41 W 57th St Lbby,10019,(212) 644-5665,http://www.ikarma.com/biz/New+York/New+York/Adams+George+Gallery/%28212%29644-5665/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,African Arts Center Inc,615 W 27th St ,10001,(212) 244-6914,http://yp.blogflux.com/directory/us/new-york/new-york/african-arts-center-inc/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Agora Gallery,530 W 25th St ,10001,212-226-4151,http://www.agora-gallery.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Akira Ikeda Gallery,17 Cornelia St ,10014,(212) 366-5449,http://www.akiraikedagallery.com/,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Alan Brasington Inc,23 8th Ave ,10014,(212) 366-9996,http://www.nyc.com/arts__attractions/alan_brasington_inc.187/editorial_review.aspx,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Alexander and Bonin,132 10th Ave ,10011,(212) 367-7474,http://www.alexanderandbonin.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Alexander's Sculptural Svce,117 E 39th St ,10016,(212) 867-8866,http://www.nyc.com/arts__attractions/alexanders_sculptural_svce.1805/whats_nearby.aspx,Not Available,"Family, Couple, Individual",3.28 Miles
Art Gallery,Alexandre Gallery,41 E 57th St ,10022,(212) 755-2828,http://www.alexandregallery.com,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Blum Peter-Blum Arts,99 Wooster St ,10012,(212) 343-0441,http://peterblumgallery.com/exhibitions,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Alter Silver Gallery Corp,1050 2nd Ave ,10022,(212) 750-1928,http://www.ikarma.com/biz/New+York/New+York/Alter+Silver+Gallery+Corporation/%28212%29750-1928/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,American Fine Arts Co,530 W 22nd St ,10011,(212) 941-0401,http://www.nileguide.com/destination/new-york/things-to-do/american-fine-arts-co/507977,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Ameringer & Yohe Fine Arts,525 West 22nd Street ,10011,(212) 445-0051,http://www.ameringer-yohe.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Amos Eno Gallery,111 Front Street ,11201,(718) 237-3001,http://www.amoseno.org/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Andover Gallery,60 Rivington St ,10002,(212) 473-1722,http://new_york.ny.ooberunder.com/7385653-andover.gallery,Not Available,"Family, Couple, Individual",1.48 Miles
Art Gallery,Andrew Edlin Gallery,134 Tenth Avenue ,10011,(212) 206-9723,http://edlingallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Andy Warhol Authentication Board Inc,525 W 20th St ,10011,(212) 727-1735,http://www.warholfoundation.org/legacy/authentication_procedure.html,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Angel Orensanz Foundation,172 Norfolk St ,10002,(212) 780-0175,http://www.orensanz.org/home.php,Not Available,"Family, Couple, Individual",1.48 Miles
Art Gallery,Annex the,601 W 26th St ,10001,(646) 638-3785,http://oneartworld.com/The+Annex.html,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Annina Nosei Gallery,528 W 22nd St ,10011,(212) 741-8695,http://www.patrickgrant.net/genome_angallery.htm,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Anthony Grant Inc,37 W 57th St ,10019,(212) 755-0434,http://anthonygrantinc.com/Movie1_LANY.swf,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Antik,104 Franklin St ,10013,(212) 343-0471,http://www.antik-nyc.net/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Antiquarium Fine Ancient Arts Gallery Ltd,948 Mad Ave ,10001,(212) 734-9776,http://local.botw.org/New_York/New_York/Antiquarium_Fine_Ancient_Arts_Gallery_LTD/950985.html,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Anton Kern Gallery Inc,532 W 20th St ,10011,(212) 965-1706,http://antonkerngallery.com/artist.php?aid=16,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Apex Art,291 Church St ,10013,(212) 431-5270,http://www.apexart.org/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Arash Gallery,1051 2nd Ave ,10022,(212) 759-4999,http://www.leftlinks.org/photography/main.php,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Arcadia Fine Arts,51 Greene St ,10013,(212) 965-1387,http://www.arcadiafinearts.com/home.html,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Archibald Arts,602 10th Ave ,10036,(212) 247-5087,http://www.archibaldarts.com/,Not Available,"Family, Couple, Individual",3.97 Miles
Art Gallery,Archive Consulting & Management Services,511 W 25th St ,10001,(212) 242-7767,http://www.yellowpages.com/info-1271752/Archive-Consulting-Management-Services,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Ariel Meyerowitz Gallery,4720 Center Blvd. Suite #2005,11109,(917) 685-0089,http://www.arielmeyerowitz.com/,Not Available,"Family, Couple, Individual",4.25 Miles
Art Gallery,Ariston Development Group,78 Horatio St ,10014,(212) 924-1688,http://www.yellowbot.com/ariston-development-group-new-york-ny.html,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Arleen G Becker Gallery Inc,200 Lexington Avenue ,10022,(347) 525-7074,http://www.agbgallery.com/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Art & Interiors Inc,979 3rd Ave ,10022,(212) 754-9900,http://www.ziplocal.com/companies/102881788-Art-Interiors-Inc,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Art Advice Corporate Art Consultants,200 E 33rd St Lbby,10016,(212) 683-5611,http://www.artadvice-ny.com/,Not Available,"Family, Couple, Individual",3.28 Miles
Art Gallery,Art Advisory Svces Inc,530 Park Ave ,10065,(212) 935-1272,http://www.artadvisoryservices.com/,Not Available,"Family, Couple, Individual",4.94 Miles
Art Gallery,Art Asap,444 W 50th St ,10019,(212) 258-3598,http://www.livevillage.com/newyork/art/art-asap-444-w-50th-st.html,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Art Auction Advisory Svces,530 Park Avenue ,10065,(212) 935 1272,http://www.artadvisoryservices.com/newsletter_08-sep.pdf,Not Available,"Family, Couple, Individual",4.94 Miles
Art Gallery,Art Gallery & Custom Framing,799 Broadway ,10003,(212) 473-6802,http://local.botw.org/New_York/New_York/799_Art_Gallery_and_Custom_Framing/112964310.html,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Art In General,79 Walker St ,10013,(212) 219-0473,http://www.artingeneral.org/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Art Loft Gallery,199 Lafayette St ,10012,(212) 343-3005,http://m.nyc.com/arts__attractions/art_loft_gallery.1697/whats_nearby.aspx?sec=att,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Art Metaphysics Education,323 W 39th St ,10018,(212) 736-0999,http://www.nyc.com/arts__attractions/art_metaphysics_education.881/editorial_review.aspx,Not Available,"Family, Couple, Individual",3.69 Miles
Art Gallery,Art Projects International Inc,429 Greenwich St Ph,10013,(212) 343-2599,http://www.artprojects.com/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Art Resources Transfer Inc,210 11th Ave ,10001,(646) 486-2387,http://www.artresourcestransfer.org/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Art Student Showcase Inc,248 Lafayette St ,10012,(212) 941-9471,http://www.yellowbot.com/art-student-showcase-incorporated-new-york-ny.html,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Art Vue,441 3rd St ,11215,(212) 995-2008,http://www.artvue.com/,Not Available,"Family, Couple, Individual",2.97 Miles
Art Gallery,Art Wise,133 W 25th St ,10001,(212) 989-3348,http://www.yellowspinny.com/art+wise/bus-41875/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Artenova Ltd,1780 Broadway ,10019,(212) 581-8815,http://ny.citysquares.com/manhattan/clinton/arts-entertainment/artists-art-dealers/artenova-ltd,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Arterres,242 Lafayette St ,10012,(212) 343-1196,http://www.ibegin.com/directory/us/new-york/new-york/arterres-242-lafayette-st/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Artist Prod Gallery,448 Broadway ,10013,(212) 477-5699,http://www.nyc.com/arts__attractions/artist_prod_gallery.569/editorial_review.aspx,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Artists Space,38 Greene St ,10013,(212) 226-3970,http://www.artistsspace.org/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Artlife Gallery,155 Ave of the Americas ,10013,(212) 255-9900,http://www.yellowspinny.com/artlife+gallery/bus-42410/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Art-Lore Inc,1155 Manhattan Ave ,11222,(718) 389-7988,http://www.merchantcircle.com/business/Art.Lore.Inc.718-389-7988,Not Available,"Family, Couple, Individual",3.69 Miles
Art Gallery,Arts Action Research,423 Atlantic Ave ,11217,(718) 797-3661,http://www.artsaction.com/,Not Available,"Family, Couple, Individual",2.16 Miles
Art Gallery,Arts at University Settlement/Speyer Hall,185 Eldridge St. ,10002,(212) 674-9120,http://www.universitysettlement.org/,Not Available,"Family, Couple, Individual",1.48 Miles
Art Gallery,Arts Du Monde,40 W 25th St ,10010,(212) 243-4477,http://www.artsdumonde.net/,Not Available,"Family, Couple, Individual",2.93 Miles
Art Gallery,Arts India,206 5th Ave ,10010,(212) 725-6092,http://www.merchantcircle.com/blogs/Arts.India.212-725-6092,Not Available,"Family, Couple, Individual",2.93 Miles
Art Gallery,Arts Proper International Inc,24 W 57th St ,10019,(212) 586-2810,http://www.nyc.com/arts__attractions/arts_proper_international_inc.1747/whats_nearby.aspx,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Artscope Inc,502 Park Ave ,10022,(212) 838-0475,http://local.botw.org/New_York/New_York/Artscope_Inc/1103231.html,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Asher Gallant Gallery,62 E 55th St ,10022,(212) 755-6770,http://www.nyc.com/arts__attractions/asher_gallant_gallery.1791/whats_nearby.aspx,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Ashione Art Gallery,41 Perry St ,10014,(212) 229-0899,http://www.yelp.com/biz/ashione-art-gallery-new-york,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Atelier A-E Ent,35 West 23rd Street #3,10010,(212) 620-8103,http://www.atelierae.com/Contact.php,Not Available,"Family, Couple, Individual",2.93 Miles
Art Gallery,Atelier International Art Group Inc,594 Broadway ,10012,(212) 431-0630,http://www.atelierart.com/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Atlantic Gallery,135 West 29th St suite 601,10001,(212) 219-3183,http://www.atlanticgallery.org/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Atmosphere Galleries Inc,134 10th Ave ,10011,(212) 343-9115,http://www.city-data.com/businesses/485663918-atmosphere-galleries-inc-new-york-ny.html,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Audiello Fine Art Inc,526 W 26th St ,10001,(212) 675-9082,http://www.massimoaudiello.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Av Art Gallery & Custom Framing Inc,235 8th Ave ,10011,(646) 486-3781,http://loqal.com/av+art+gallery+custom+framing+inc.9.54033737p.home.html,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Available Art Llc,204 Dean St ,11217,(917) 237-1668,http://www.nyc.com/arts__attractions/available_art_llc.905/map_location.aspx,Not Available,"Family, Couple, Individual",2.16 Miles
Art Gallery,AVC Contemporary Arts Gallery,41 E. 57th St. ,10022,(212) 888-1122,http://friendseat.com/New-York-NY/Art-Museums-Galleries/AVC-Contemporary-Arts-Gallery,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Axelle Fine Art,312 Atlantic Ave ,11201,(718) 246-1800,http://www.axelle.com/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Axelle Fine Arts Gallery Ltd,148 Spring St ,10012,(212) 226-2262,http://www.axelle.com/index.html,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Aztec Marketing Co,90 John St ,10038,(212) 791-3317,http://www.merchantcircle.com/business/Aztec.Marketing.Co.New.York.NY.212-791-3317,Not Available,"Family, Couple, Individual",0.43 Miles
Art Gallery,Back To Africa Imports,6 W 26th St ,10010,(212) 462-4848,http://www.back2africa.com/,Not Available,"Family, Couple, Individual",2.93 Miles
Art Gallery,BALMAR REALTY,155 E 55TH ST ,10022,(212) 702-0132,http://www.nyc.com/arts__attractions/balmar_realty.1777/map_location.aspx,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Barbara Gladstone Gallery,515 W 24th St ,10011,(212) 206-9300,http://www.gladstonegallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Baron Boisante Editions,421 Hudson St ,10014,(212) 924-9940,http://www.baronboisante.com/,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Barrington Gallery of London Ltd,572 5th Ave ,10036,(212) 302-9546,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C5407-3048-28EB-92AE16503A57B774,Not Available,"Family, Couple, Individual",3.97 Miles
Art Gallery,Bayo Studios,210 Varet Street ,11206,1-800-939-2296,http://bayostudio.com/,Not Available,"Family, Couple, Individual",3.63 Miles
Art Gallery,Beadleston Gallery,724 5th Ave ,10019,(212) 581-7544,http://www.artincontext.org,Not Available,"Family, Couple, Individual",4.36 Miles
